SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes
SP02,G2,P05,2021-07-15,15729,130,926
SP04,G6,P01,2021-08-20,2898,27,290
SP05,G5,P09,2021-10-21,10738,277,1343
SP17,G1,P07,2021-02-26,2898,107,132
SP12,G6,P05,2021-10-01,4165,238,245
SP18,G4,P03,2021-12-21,2450,192,175
SP25,G3,P01,2021-12-31,1645,118,150
SP20,G6,P20,2021-02-01,3815,270,255
SP03,G6,P16,2021-11-22,847,216,142
SP13,G2,P04,2022-02-18,5243,4,328
SP11,G1,P16,2021-09-13,8057,149,1151
SP08,G2,P21,2021-09-02,6349,545,454
SP08,G1,P07,2021-12-14,7931,516,361
SP20,G5,P12,2021-11-17,987,186,43
SP19,G1,P02,2021-06-23,6174,140,238
SP18,G1,P17,2021-02-02,2905,63,291
SP02,G6,P06,2022-03-24,14791,8,871
SP08,G6,P07,2021-07-15,13321,92,580
SP14,G1,P16,2021-02-23,1379,117,230
SP12,G1,P02,2021-01-11,11473,108,479
SP15,G6,P18,2021-11-23,5103,50,567
SP01,G2,P12,2021-03-29,4998,33,218
SP22,G6,P01,2022-01-13,4151,133,378
SP02,G6,P01,2022-03-29,8197,395,684
SP04,G3,P17,2021-10-05,14238,177,1295
SP06,G6,P08,2021-04-16,4333,17,310
SP12,G2,P04,2021-05-11,8456,419,529
SP02,G1,P08,2021-10-15,9212,389,709
SP16,G6,P06,2021-03-04,2611,333,187
SP04,G4,P05,2022-01-14,12887,164,679
SP22,G1,P19,2022-01-13,4032,113,192
SP19,G2,P04,2022-02-04,12089,280,672
SP05,G6,P13,2021-05-05,9100,336,455
SP16,G2,P12,2021-09-27,1687,117,71
SP11,G5,P05,2022-03-01,9891,25,521
SP16,G3,P05,2021-03-03,7455,13,466
SP06,G4,P21,2021-09-09,13734,173,1057
SP11,G5,P08,2022-01-07,12915,220,1175
SP20,G1,P03,2021-03-19,10871,269,777
SP05,G2,P12,2021-11-08,6482,53,295
SP12,G5,P02,2021-06-18,2667,98,107
SP04,G3,P09,2022-01-18,3619,334,362
SP19,G5,P13,2022-03-29,5768,434,263
SP12,G4,P05,2021-04-23,1351,188,76
SP03,G6,P07,2021-03-11,3010,28,137
SP21,G4,P15,2021-12-02,7371,93,295
SP10,G2,P08,2021-11-09,1274,97,116
SP09,G5,P20,2021-04-07,1946,324,109
SP25,G5,P04,2021-08-05,8043,331,474
SP15,G5,P21,2022-01-20,21140,19,1510
SP05,G5,P18,2021-08-10,3626,33,454
SP08,G1,P19,2021-02-16,9086,88,379
SP06,G2,P01,2021-07-30,1267,124,106
SP10,G4,P02,2021-09-03,2513,113,101
SP16,G6,P04,2021-01-28,1218,10,82
SP03,G5,P15,2021-01-01,2086,11,87
SP03,G5,P06,2021-01-08,7798,34,459
SP12,G6,P06,2021-01-19,3031,16,217
SP19,G1,P20,2022-01-18,3801,303,224
SP17,G4,P01,2021-03-17,1673,110,140
SP16,G3,P15,2021-10-18,8953,69,359
SP15,G4,P16,2021-09-22,1575,83,263
SP10,G1,P18,2022-03-29,3710,281,530
SP17,G6,P17,2021-02-18,7196,32,655
SP12,G1,P09,2021-10-21,17192,239,2149
SP11,G5,P09,2021-04-28,4697,103,427
SP16,G2,P07,2021-01-25,329,147,14
SP16,G3,P01,2021-08-06,9268,129,773
SP15,G5,P19,2021-02-05,12642,374,527
SP03,G2,P08,2021-09-13,9618,236,802
SP11,G1,P11,2021-11-10,679,210,33
SP07,G5,P11,2022-02-07,1204,258,55
SP18,G4,P13,2021-02-01,6671,352,334
SP03,G3,P19,2021-02-12,8659,211,394
SP13,G6,P19,2021-02-02,1505,133,69
SP04,G3,P02,2022-02-07,4893,445,204
SP21,G6,P17,2021-07-14,4172,84,321
SP02,G4,P14,2021-09-13,11123,172,1236
SP15,G5,P01,2021-04-23,2702,59,226
SP19,G3,P21,2021-08-23,13265,242,948
SP24,G1,P11,2021-11-17,5103,178,256
SP13,G5,P17,2021-02-03,1806,257,139
SP08,G3,P08,2021-11-11,6013,401,463
SP16,G4,P11,2021-01-01,3045,25,153
SP06,G3,P03,2021-01-06,6937,126,534
SP15,G5,P17,2021-05-05,4109,263,317
SP10,G3,P02,2021-03-31,17339,42,667
SP19,G5,P19,2021-07-08,7546,12,343
SP01,G1,P18,2021-05-03,6475,180,810
SP25,G4,P04,2021-05-27,7259,420,427
SP13,G4,P11,2021-09-15,8036,113,383
SP10,G6,P07,2021-01-25,3738,49,156
SP03,G2,P15,2021-04-02,70,163,3
SP08,G5,P01,2021-12-31,2940,458,268
SP03,G2,P01,2021-03-03,15736,263,1431
SP20,G1,P04,2021-11-02,13069,132,727
SP13,G6,P15,2022-02-03,5915,424,237
SP25,G1,P13,2021-09-29,6573,92,346
SP11,G5,P19,2021-01-19,5117,51,233
SP19,G1,P03,2021-07-15,3052,77,218
SP23,G5,P03,2022-01-05,8764,78,675
SP05,G2,P07,2021-04-07,6615,54,288
SP04,G5,P21,2021-10-21,14637,21,1046
SP23,G5,P19,2021-11-08,2394,235,100
SP18,G5,P13,2021-12-14,7322,226,367
SP05,G4,P13,2021-10-04,5621,23,296
SP17,G5,P06,2021-11-10,5320,172,380
SP24,G1,P06,2021-12-06,12439,128,732
SP23,G2,P21,2022-02-09,3003,129,215
SP08,G4,P12,2021-08-27,13244,129,576
SP11,G5,P22,2022-02-22,8757,73,365
SP12,G1,P07,2022-03-08,6419,142,268
SP08,G2,P14,2021-11-08,5005,41,501
SP19,G6,P09,2021-02-11,4025,444,504
SP15,G3,P13,2021-09-27,8127,215,370
SP18,G3,P08,2021-12-07,3178,72,227
SP07,G1,P08,2021-11-05,7378,255,615
SP05,G1,P22,2021-12-20,3521,122,154
SP23,G6,P13,2021-08-20,6517,298,326
SP07,G5,P16,2021-04-19,588,375,98
SP16,G4,P05,2021-02-11,1064,242,60
SP13,G4,P18,2021-05-25,3689,106,527
SP19,G4,P03,2021-09-27,6671,636,514
SP16,G5,P16,2022-03-16,11200,33,1867
SP05,G1,P04,2021-04-19,6237,57,367
SP22,G2,P01,2022-03-23,6251,306,626
SP11,G2,P04,2021-11-03,1365,139,81
SP08,G6,P21,2021-12-13,2275,116,152
SP10,G3,P20,2021-03-01,2443,24,136
SP11,G3,P22,2021-12-10,5880,176,256
SP22,G5,P09,2021-12-31,8722,235,873
SP21,G2,P18,2021-11-25,833,143,105
SP15,G5,P16,2021-01-07,1988,123,332
SP17,G3,P22,2021-09-13,1897,363,76
SP24,G1,P21,2021-10-21,1666,296,112
SP24,G1,P03,2021-03-09,5649,389,471
SP06,G3,P22,2021-01-28,2058,227,86
SP07,G1,P17,2021-03-10,6482,99,541
SP12,G1,P20,2021-09-06,3745,111,221
SP16,G3,P02,2021-12-21,9835,105,394
SP15,G5,P22,2021-05-10,4641,357,194
SP06,G3,P09,2021-04-23,5166,160,517
SP02,G4,P13,2021-08-19,336,7,16
SP21,G3,P19,2021-09-21,4620,198,210
SP22,G4,P14,2021-08-12,5362,559,537
SP22,G4,P01,2021-04-16,4788,110,479
SP15,G5,P08,2021-06-29,7588,282,542
SP13,G5,P08,2021-12-17,11515,193,1047
SP11,G3,P21,2022-02-02,3374,63,225
SP21,G2,P10,2021-03-30,2051,354,121
SP09,G6,P15,2022-03-16,9443,153,364
SP05,G4,P17,2021-11-22,6216,180,518
SP13,G6,P03,2021-06-15,13433,88,1034
SP23,G3,P19,2021-10-15,5817,168,243
SP16,G5,P08,2021-02-15,4669,12,360
SP19,G6,P07,2021-12-27,1365,25,55
SP04,G2,P15,2021-03-11,931,69,35
SP09,G4,P08,2021-09-14,728,442,67
SP08,G1,P03,2021-08-11,9002,86,751
SP16,G4,P16,2021-07-08,8365,208,1395
SP13,G4,P15,2021-11-02,6762,208,261
SP07,G4,P01,2021-04-23,11655,136,1060
SP24,G2,P07,2021-01-05,1134,162,50
SP12,G6,P04,2021-01-19,13503,84,795
SP21,G2,P12,2021-02-15,7868,193,343
SP06,G1,P06,2022-03-04,8141,145,509
SP10,G5,P18,2021-02-23,8659,57,963
SP23,G2,P09,2021-01-26,9807,238,892
SP03,G1,P13,2021-11-24,12726,428,579
SP14,G2,P21,2021-04-01,77,3,6
SP02,G2,P10,2022-03-17,11872,565,625
SP23,G2,P14,2021-08-25,4746,98,528
SP09,G2,P05,2021-07-15,2821,422,177
SP11,G1,P09,2021-06-16,15162,37,1896
SP02,G4,P03,2021-08-31,4844,22,346
SP07,G5,P22,2021-08-26,4102,388,187
SP19,G3,P10,2021-09-01,1008,81,54
SP09,G2,P07,2021-11-19,8183,98,372
SP12,G2,P17,2021-03-04,4872,36,488
SP16,G1,P14,2021-09-09,588,167,59
SP17,G5,P21,2021-03-16,5978,175,427
SP05,G4,P18,2021-10-28,2191,47,244
SP05,G1,P11,2021-02-22,1610,167,77
SP01,G5,P18,2021-06-15,12670,244,1584
SP01,G1,P15,2021-09-21,4018,182,161
SP02,G1,P02,2021-02-22,448,183,18
SP13,G3,P02,2022-02-17,9772,84,376
SP05,G3,P15,2021-11-08,4879,178,188
SP07,G4,P02,2022-01-20,4851,80,203
SP08,G2,P03,2021-10-25,4788,240,436
SP06,G4,P07,2021-02-04,2317,18,106
SP08,G4,P09,2021-02-19,12194,15,1109
SP21,G1,P22,2021-02-09,11424,52,476
SP19,G5,P01,2021-08-18,3192,281,266
SP21,G6,P10,2022-03-28,9436,342,525
SP21,G1,P20,2021-07-22,10255,215,641
SP02,G5,P04,2021-06-09,13566,420,754
SP13,G3,P06,2021-08-11,3899,90,260
SP09,G3,P17,2022-02-15,273,377,21
SP06,G4,P11,2021-06-01,4508,113,215
SP14,G2,P02,2021-01-12,1148,45,43
SP09,G4,P11,2021-01-28,4466,194,236
SP05,G3,P20,2021-02-03,8953,190,498
SP12,G4,P08,2022-02-03,5523,24,425
SP17,G2,P06,2022-03-03,2800,33,175
SP13,G3,P10,2021-08-26,2548,143,142
SP04,G4,P09,2022-02-10,11459,178,1433
SP21,G5,P06,2021-07-13,10423,156,695
SP03,G1,P06,2021-06-30,5334,276,381
SP04,G6,P05,2021-01-26,13160,141,693
SP20,G3,P12,2021-10-19,6237,170,260
SP09,G3,P03,2022-01-27,4158,127,320
SP18,G5,P07,2021-07-27,2926,74,118
SP11,G1,P10,2021-07-28,1505,287,84
SP02,G6,P22,2021-06-09,2275,27,91
SP08,G3,P17,2021-06-29,10878,102,1088
SP08,G6,P01,2021-11-15,13902,18,1545
SP19,G6,P06,2021-04-19,7448,188,466
SP05,G2,P03,2021-12-06,7007,123,539
SP25,G6,P13,2021-02-12,9401,9,495
SP07,G5,P09,2021-07-29,2170,47,217
SP14,G1,P10,2021-02-03,9765,14,489
SP17,G3,P21,2022-01-27,4900,85,327
SP14,G4,P05,2021-02-10,7777,54,410
SP20,G6,P10,2021-05-13,7364,30,369
SP17,G5,P04,2021-02-03,6398,25,427
SP11,G5,P12,2021-05-12,1281,145,52
SP07,G4,P17,2022-01-26,4634,376,422
SP18,G4,P20,2021-07-14,7637,99,510
SP05,G6,P08,2021-12-30,2870,147,221
SP02,G2,P04,2021-04-23,11844,454,658
SP12,G5,P10,2021-08-03,6475,343,381
SP04,G5,P02,2021-07-28,10409,158,434
SP01,G6,P02,2021-09-07,1631,61,63
SP10,G5,P19,2022-02-14,406,215,17
SP02,G3,P04,2021-05-11,7091,192,473
SP09,G2,P08,2022-02-22,5131,74,467
SP01,G5,P17,2021-12-06,1400,212,128
SP04,G4,P10,2021-04-26,12376,31,688
SP14,G1,P05,2021-02-19,2821,368,149
SP09,G2,P01,2021-02-18,14602,23,1217
SP12,G4,P10,2021-07-19,16695,445,983
SP19,G1,P08,2021-02-02,6825,97,525
SP13,G6,P09,2021-05-03,1148,150,128
SP21,G2,P01,2021-04-22,2583,161,235
SP21,G3,P09,2021-01-28,532,26,67
SP08,G4,P16,2021-06-09,10920,224,1820
SP02,G4,P16,2021-03-05,5327,252,666
SP25,G3,P20,2021-11-18,1365,32,81
SP05,G5,P04,2021-11-04,3213,221,179
SP17,G4,P22,2022-03-22,5355,63,215
SP25,G1,P15,2022-03-10,3437,59,133
SP17,G3,P09,2021-09-01,5733,138,717
SP23,G4,P17,2021-06-16,1043,495,81
SP16,G5,P07,2022-03-11,12306,253,560
SP20,G3,P22,2021-05-03,1008,415,46
SP08,G1,P02,2021-12-31,5208,46,209
SP04,G4,P01,2021-12-14,2842,254,259
SP01,G2,P17,2021-08-30,10017,163,835
SP01,G5,P11,2022-02-17,6720,46,336
SP02,G6,P08,2021-12-31,280,248,22
SP04,G5,P14,2022-03-08,168,46,21
SP24,G2,P19,2021-09-10,5033,183,219
SP14,G5,P06,2022-03-03,8113,335,580
SP18,G6,P10,2021-02-22,5677,133,284
SP11,G3,P03,2021-07-19,9205,77,837
SP08,G5,P03,2021-08-09,2618,246,238
SP02,G4,P12,2021-01-13,9478,108,380
SP18,G3,P19,2021-08-12,5033,169,219
SP15,G2,P02,2021-06-02,14238,35,548
SP11,G5,P11,2021-01-21,14,135,1
SP20,G5,P08,2021-07-13,6790,135,523
SP12,G5,P03,2021-02-08,1092,279,84
SP20,G4,P15,2021-02-08,1729,44,65
SP10,G1,P16,2021-11-30,357,258,60
SP09,G1,P18,2021-03-09,2163,178,271
SP01,G6,P12,2021-03-10,4165,179,190
SP16,G3,P12,2021-06-07,6678,237,279
SP10,G6,P13,2021-03-03,2289,9,115
SP07,G6,P19,2021-03-16,2674,106,112
SP23,G4,P18,2021-08-11,13783,225,1723
SP09,G2,P15,2021-12-30,6426,195,268
SP17,G4,P09,2021-03-11,4270,95,427
SP21,G6,P22,2021-08-31,4494,183,188
SP16,G6,P03,2021-01-20,3752,161,342
SP09,G5,P08,2021-10-15,4599,60,354
SP19,G3,P19,2021-11-17,7322,368,349
SP25,G4,P02,2021-02-02,427,21,16
SP13,G1,P17,2021-04-07,693,296,63
SP19,G4,P22,2021-05-25,2422,189,101
SP24,G6,P17,2021-06-09,2429,16,203
SP05,G5,P12,2021-05-12,8512,143,355
SP08,G5,P17,2021-11-22,4823,8,371
SP22,G1,P15,2021-11-02,4452,333,172
SP02,G1,P03,2021-03-04,2737,49,211
SP24,G6,P09,2021-09-24,9345,351,850
SP24,G2,P03,2022-01-12,4018,188,366
SP10,G1,P20,2022-02-01,4739,49,264
SP11,G4,P17,2021-03-15,12012,322,1092
SP22,G3,P10,2021-09-20,7756,50,409
SP07,G3,P05,2021-04-20,6524,56,344
SP13,G2,P13,2022-01-12,11844,232,624
SP07,G2,P13,2021-09-01,1743,61,88
SP07,G2,P17,2022-03-21,3472,70,348
SP25,G3,P12,2021-04-12,13951,8,635
SP08,G3,P10,2022-01-25,119,34,7
SP14,G2,P22,2021-08-31,21,69,1
SP15,G2,P20,2021-11-03,9114,61,507
SP04,G4,P08,2021-04-23,5656,35,472
SP09,G3,P21,2021-02-26,1274,382,98
SP19,G3,P18,2021-11-11,2835,108,355
SP07,G6,P02,2021-03-05,16849,254,649
SP20,G4,P13,2021-08-26,11319,32,566
SP06,G1,P10,2021-11-16,8610,67,431
SP03,G2,P19,2021-02-11,3787,15,181
SP21,G3,P08,2021-05-31,3955,30,360
SP06,G5,P09,2021-04-05,13293,271,1477
SP02,G6,P15,2022-01-05,175,555,7
SP10,G3,P22,2021-04-22,7567,493,329
SP14,G5,P13,2021-03-04,5061,114,231
SP05,G2,P04,2021-02-02,7623,9,449
SP18,G2,P19,2021-10-27,13048,337,622
SP10,G4,P03,2021-05-17,4970,241,383
SP08,G5,P16,2022-02-15,4270,505,475
SP15,G3,P19,2021-02-05,10871,113,518
SP11,G6,P12,2022-02-14,2310,119,97
SP18,G6,P03,2021-08-02,10080,90,840
SP09,G5,P16,2021-07-08,553,63,93
SP04,G3,P08,2022-03-18,2940,356,245
SP09,G6,P08,2021-02-24,11949,226,854
SP11,G3,P05,2021-12-15,952,57,53
SP17,G2,P13,2021-11-02,8442,15,423
SP09,G1,P20,2021-01-06,3052,280,204
SP19,G1,P05,2021-12-14,13356,404,786
SP16,G2,P05,2021-12-21,6951,206,435
SP21,G4,P10,2021-12-31,5978,190,333
SP08,G1,P11,2022-01-25,1855,92,89
SP15,G4,P09,2022-02-14,5376,88,672
SP01,G4,P05,2021-09-22,6076,385,380
SP03,G4,P20,2021-09-10,1043,250,58
SP24,G4,P12,2021-06-09,9352,154,390
SP12,G2,P13,2021-02-10,1624,171,78
SP17,G5,P07,2021-10-06,19894,256,865
SP07,G1,P01,2021-08-12,7595,37,760
SP21,G3,P22,2021-11-18,10017,111,418
SP20,G4,P05,2021-09-30,1414,199,84
SP14,G3,P10,2021-02-10,161,297,9
SP11,G4,P15,2022-02-07,6706,59,269
SP20,G2,P10,2021-08-03,3486,217,206
SP20,G2,P03,2021-09-24,7168,29,652
SP14,G3,P21,2021-08-05,1883,103,118
SP16,G3,P22,2022-03-15,8659,5,377
SP12,G6,P19,2021-10-05,9107,87,414
SP08,G4,P07,2021-06-09,13706,51,623
SP19,G3,P02,2021-06-16,19054,45,733
SP20,G2,P16,2021-12-22,8974,61,1122
SP12,G5,P20,2021-11-11,2359,23,132
SP06,G2,P12,2021-07-20,1526,124,70
SP17,G5,P12,2021-01-05,10822,283,471
SP18,G4,P01,2021-11-26,4018,38,335
SP08,G5,P15,2021-12-07,7364,84,295
SP25,G2,P20,2021-12-02,9016,193,602
SP21,G3,P21,2021-11-11,9786,147,753
SP03,G5,P08,2021-06-09,2632,481,240
SP23,G6,P12,2021-12-08,6930,161,289
SP18,G5,P08,2021-11-25,1407,356,109
SP23,G4,P03,2021-02-12,27146,329,1939
SP19,G1,P19,2021-11-26,637,78,31
SP21,G5,P21,2021-10-28,7406,100,494
SP15,G3,P21,2021-07-08,5103,216,393
SP15,G6,P09,2021-03-30,840,264,105
SP06,G1,P08,2021-09-17,11830,412,910
SP12,G1,P18,2022-03-30,8281,363,921
SP25,G6,P05,2021-08-11,9093,22,535
SP04,G6,P21,2022-02-04,4606,192,355
SP04,G6,P19,2021-06-09,3066,163,134
SP04,G3,P20,2021-05-19,8946,60,527
SP16,G4,P01,2021-11-04,4564,213,381
SP01,G4,P02,2021-03-05,3696,61,143
SP04,G1,P14,2021-07-29,4543,98,505
SP15,G4,P06,2021-02-02,931,70,67
SP04,G1,P13,2021-09-21,8316,98,438
SP06,G6,P20,2021-11-02,8106,183,451
SP01,G5,P09,2021-09-21,2121,249,213
SP08,G4,P19,2021-11-02,6790,200,283
SP08,G3,P19,2021-06-24,6566,202,274
SP10,G1,P19,2021-05-24,6706,542,292
SP05,G2,P17,2021-03-16,1393,27,140
SP02,G3,P03,2021-07-02,4368,11,398
SP12,G1,P22,2021-01-04,1694,97,77
SP12,G2,P12,2021-11-03,3094,96,124
SP14,G2,P20,2022-01-24,2177,112,137
SP13,G3,P08,2022-01-05,5488,61,499
SP14,G4,P09,2021-11-18,3017,103,302
SP13,G2,P22,2022-01-18,1435,283,58
SP01,G3,P10,2021-08-25,2324,174,130
SP25,G4,P18,2021-12-21,9443,3,945
SP23,G2,P04,2022-02-03,18116,13,1133
SP10,G2,P13,2021-09-03,616,176,28
SP05,G6,P07,2021-02-03,5313,9,231
SP07,G2,P19,2022-01-20,9541,122,398
SP05,G6,P03,2021-06-29,3668,170,334
SP25,G2,P11,2021-12-17,6993,20,350
SP15,G1,P14,2021-11-26,8680,455,868
SP23,G4,P14,2021-11-25,2002,125,223
SP23,G6,P17,2021-01-11,7707,313,643
SP18,G6,P22,2021-10-06,490,36,22
SP11,G3,P19,2022-03-08,13685,116,595
SP05,G5,P01,2021-10-14,6244,186,694
SP08,G3,P12,2021-04-29,3731,291,156
SP16,G5,P06,2021-08-27,4242,378,266
SP21,G3,P12,2021-05-04,11193,76,448
SP22,G3,P15,2022-03-08,12740,105,531
SP17,G4,P06,2021-07-30,6671,33,393
SP23,G6,P16,2021-03-03,12670,206,1810
SP21,G6,P06,2022-02-18,7217,96,452
SP10,G3,P09,2021-10-29,6762,180,615
SP14,G2,P10,2021-04-22,12579,88,699
SP18,G5,P19,2021-08-09,315,158,14
SP04,G6,P13,2021-12-14,12061,397,549
SP06,G6,P09,2022-03-11,2786,98,349
SP01,G2,P09,2021-06-17,4753,339,433
SP06,G3,P18,2021-04-23,11823,27,1183
SP01,G1,P05,2021-04-28,3661,101,204
SP05,G2,P20,2021-12-31,2009,118,126
SP21,G4,P01,2021-03-31,8456,178,705
SP07,G2,P10,2021-06-09,560,67,32
SP05,G2,P15,2021-01-13,5355,141,224
SP02,G2,P19,2021-01-20,14805,327,644
SP09,G1,P21,2021-02-08,6867,172,529
SP04,G4,P14,2021-06-17,8085,26,809
SP08,G2,P19,2021-08-10,11445,14,498
SP06,G1,P14,2021-11-04,1022,139,114
SP25,G3,P05,2021-08-27,8890,243,556
SP21,G3,P04,2021-11-17,2604,136,174
SP23,G4,P05,2021-03-16,2177,170,121
SP14,G6,P20,2021-05-26,2723,245,171
SP22,G5,P15,2021-01-07,5439,371,202
SP02,G1,P19,2021-11-10,18599,133,775
SP05,G6,P02,2022-01-10,8582,228,344
SP25,G1,P19,2021-02-02,784,178,33
SP15,G3,P22,2021-05-14,3031,33,122
SP13,G4,P09,2022-03-25,1141,71,104
SP15,G3,P17,2021-07-19,3563,291,324
SP04,G6,P08,2021-11-23,406,339,37
SP16,G4,P22,2021-09-27,1953,70,89
SP16,G5,P14,2021-03-19,12747,36,1417
SP07,G5,P18,2022-01-24,756,158,76
SP22,G4,P11,2021-02-08,18571,539,845
SP13,G6,P16,2021-04-20,3010,77,377
SP07,G4,P22,2021-03-15,4249,97,170
SP03,G5,P09,2022-02-18,1288,47,144
SP13,G2,P06,2021-03-29,1085,66,78
SP08,G2,P05,2021-02-12,28,78,2
SP06,G2,P16,2021-06-29,4403,420,490
SP05,G3,P08,2022-02-07,6279,51,483
SP07,G1,P09,2021-08-30,9030,319,821
SP01,G6,P22,2022-01-13,1484,144,60
SP05,G6,P05,2021-01-06,10276,211,571
SP22,G1,P06,2021-01-12,6713,176,420
SP22,G2,P12,2021-03-04,9688,153,422
SP19,G2,P13,2021-10-19,10633,271,484
SP05,G2,P21,2022-03-03,6405,179,458
SP06,G3,P17,2021-08-24,7112,152,647
SP07,G1,P12,2021-02-08,665,180,28
SP23,G1,P15,2022-03-07,9912,230,397
SP24,G5,P18,2021-09-24,6923,180,693
SP07,G4,P03,2021-06-24,2674,129,191
SP19,G3,P05,2021-12-15,1064,283,56
SP10,G4,P16,2021-02-22,15351,116,2559
SP23,G1,P07,2021-07-19,7203,21,301
SP25,G3,P15,2021-03-25,8036,352,335
SP11,G3,P10,2021-03-23,1869,61,99
SP14,G3,P19,2021-07-29,8008,14,334
SP12,G4,P17,2022-03-24,5558,45,428
SP18,G1,P04,2021-09-21,6860,87,429
SP11,G5,P21,2021-09-24,3815,50,255
SP07,G4,P21,2021-12-29,3234,206,249
SP06,G2,P19,2021-01-06,4403,67,201
SP14,G1,P11,2021-10-25,5803,46,264
SP13,G4,P20,2021-08-25,5068,262,338
SP07,G6,P18,2021-12-01,6790,146,970
SP06,G1,P17,2021-06-17,4172,137,321
SP25,G1,P08,2021-03-11,10066,217,775
SP15,G3,P20,2021-02-04,1239,38,78
SP11,G1,P02,2021-10-27,9646,172,402
SP09,G5,P12,2021-05-21,15925,8,637
SP18,G3,P04,2021-09-06,672,96,45
SP20,G3,P09,2021-06-29,1890,114,237
SP22,G2,P08,2021-10-14,2674,41,191
SP11,G3,P13,2021-08-20,7175,32,327
SP05,G1,P03,2021-07-09,2044,9,158
SP19,G1,P09,2021-03-10,252,327,23
SP17,G6,P16,2021-08-17,1820,338,304
SP24,G4,P14,2021-02-01,7210,192,721
SP19,G5,P05,2022-03-18,987,386,55
SP18,G2,P07,2021-12-31,8687,45,378
SP23,G6,P18,2022-02-23,13510,349,1930
SP12,G3,P09,2021-10-18,10983,112,999
SP08,G2,P07,2021-10-18,6321,9,288
SP22,G2,P20,2021-07-13,1876,52,111
SP10,G3,P10,2021-08-20,1785,221,105
SP18,G6,P05,2021-07-08,11312,33,596
SP11,G6,P10,2021-12-09,5215,22,290
SP03,G5,P20,2021-08-03,15120,128,890
SP19,G4,P18,2021-10-18,1960,23,245
SP12,G3,P06,2021-01-29,980,135,70
SP25,G4,P16,2021-05-26,6377,389,709
SP16,G6,P07,2021-10-05,4543,88,190
SP07,G6,P03,2022-02-15,7497,516,577
SP20,G3,P13,2021-11-25,2989,126,158
SP24,G6,P05,2021-02-02,1057,167,63
SP16,G2,P06,2021-05-13,1659,74,119
SP20,G3,P14,2021-05-26,6839,258,855
SP10,G2,P01,2021-02-02,4277,83,476
SP21,G1,P16,2022-03-16,8197,260,1367
SP12,G1,P03,2022-02-23,700,274,54
SP07,G1,P07,2022-01-25,2240,119,102
SP10,G6,P17,2021-03-26,8155,76,816
SP18,G1,P18,2022-01-20,7252,69,907
SP11,G6,P17,2021-10-27,4494,35,375
SP06,G5,P22,2022-03-08,11410,241,497
SP14,G2,P18,2021-10-15,14245,72,1583
SP11,G5,P17,2022-03-28,9268,25,713
SP21,G5,P17,2022-01-21,7182,119,553
SP24,G4,P22,2021-06-03,4802,191,209
SP01,G4,P22,2021-07-13,9240,72,420
SP22,G4,P16,2021-03-01,1589,292,199
SP23,G3,P02,2021-01-14,4557,13,190
SP02,G5,P05,2022-01-26,4466,15,249
SP01,G4,P15,2021-02-23,6818,268,273
SP05,G5,P21,2021-04-20,4767,86,367
SP07,G1,P21,2021-04-07,17136,3,1143
SP01,G2,P15,2021-10-05,784,127,33
SP11,G4,P10,2021-06-04,12047,202,603
SP14,G6,P15,2022-03-07,1925,180,75
SP03,G1,P07,2021-03-25,5222,267,218
SP17,G2,P10,2021-03-24,4088,16,205
SP11,G6,P04,2021-02-11,8806,218,490
SP24,G3,P15,2022-01-24,280,263,12
SP06,G4,P02,2021-09-02,7217,114,301
SP12,G5,P07,2021-02-16,8645,135,346
SP14,G6,P04,2021-04-28,11025,2,735
SP04,G3,P19,2021-03-23,2702,292,113
SP19,G6,P11,2021-03-03,5523,175,252
SP10,G2,P14,2021-07-02,13559,4,1695
SP12,G6,P13,2021-10-29,7735,32,369
SP09,G2,P12,2022-03-04,11963,55,521
SP21,G5,P09,2021-05-20,2373,4,297
SP19,G3,P08,2021-04-23,3332,78,238
SP15,G6,P19,2021-03-26,6118,115,279
SP02,G6,P12,2021-10-11,6937,61,290
SP08,G4,P21,2021-11-17,8736,42,624
SP07,G1,P18,2021-05-11,994,424,100
SP25,G4,P13,2022-03-07,8449,259,423
SP05,G3,P03,2021-09-13,1589,201,133
SP25,G5,P08,2021-02-15,2009,59,144
SP19,G4,P17,2021-11-19,4802,259,370
SP21,G5,P15,2022-03-28,14350,116,574
SP01,G2,P02,2022-01-26,7504,189,301
SP10,G4,P13,2021-11-16,3136,128,166
SP14,G3,P20,2021-01-29,1302,108,82
SP14,G1,P17,2021-03-03,4711,46,363
SP24,G5,P14,2021-01-26,4053,4,406
SP22,G1,P12,2022-02-01,5978,279,240
SP18,G3,P22,2021-04-14,3787,292,158
SP20,G3,P06,2021-11-04,5446,92,321
SP08,G1,P20,2021-05-26,3640,380,203
SP12,G4,P11,2022-01-24,630,112,34
SP24,G4,P20,2021-12-30,1995,62,118
SP13,G6,P12,2021-12-03,2009,7,84
SP12,G3,P21,2021-07-16,3339,272,223
SP16,G1,P07,2021-06-08,2429,236,102
SP08,G5,P06,2021-11-29,12229,97,765
SP22,G6,P08,2021-06-11,2163,106,155
SP05,G3,P16,2021-03-03,11242,96,1406
SP13,G6,P06,2021-01-08,2163,21,128
SP21,G1,P01,2021-03-16,2142,191,179
SP04,G5,P01,2021-07-28,5698,46,518
SP11,G4,P21,2021-07-05,3206,198,229
SP18,G4,P11,2022-02-07,1463,486,77
SP02,G6,P21,2022-02-24,6272,155,448
